breaker_id,source_ob_id,source_ob_direction,flipped_direction,zone_high,zone_low,ob_creation_time,break_candle_time,break_candle_index,break_close_price,frozen_atr,displacement_atr,separation_confirm_time,separation_confirm_index,retest_time,retest_index,expired,valid_retest,bars_ob_creation_to_break,bars_break_to_separation,bars_break_to_retest,session,year,segment_id
1281,3316,bearish,bullish,1963.755000,1961.875000,2023-05-23 07:15:00,2023-05-23 13:30:00,174556,1967.714500,2.057357,2.867757,2023-05-23 13:45:00,174557,,,True,False,25,1,,ny_overlap,2023,1910
1282,3318,bearish,bullish,1980.606500,1977.600000,2023-05-24 06:45:00,2023-05-24 12:00:00,174642,1981.970000,1.942464,4.729302,2023-05-24 12:15:00,174643,2023-05-24 12:45:00,174645,False,True,21,1,3,ny_overlap,2023,1911
1283,3319,bullish,bearish,1976.355000,1974.200000,2023-05-24 11:45:00,2023-05-24 14:00:00,174650,1972.604500,2.207321,3.526899,2023-05-24 14:15:00,174651,,,True,False,9,1,,ny_overlap,2023,1911
1284,3321,bearish,bullish,1958.648500,1957.500000,2023-05-25 06:00:00,2023-05-25 07:15:00,174715,1959.300000,1.281821,2.822936,2023-05-25 07:30:00,174716,2023-05-25 12:30:00,174736,False,True,5,1,21,london,2023,1912
1285,3324,bullish,bearish,1948.640000,1947.821500,2023-05-26 05:45:00,2023-05-26 12:45:00,174829,1944.785000,1.517893,2.654008,2023-05-26 15:00:00,174838,,,True,False,28,9,,ny_overlap,2023,1913
1286,3326,bullish,bearish,1945.900000,1945.170000,2023-05-29 06:00:00,2023-05-29 08:00:00,174902,1944.315000,0.948286,2.066888,2023-05-29 08:15:00,174903,2023-05-29 09:00:00,174906,False,True,8,1,4,london,2023,1914
1287,3327,bullish,bearish,1946.740000,1944.895000,2023-05-29 13:00:00,2023-05-29 17:00:00,174938,1943.630000,1.289464,3.769007,2023-05-29 17:15:00,174939,,,True,False,16,1,,off_session,2023,1914
1288,3329,bullish,bearish,1960.603500,1959.231500,2023-05-31 06:00:00,2023-05-31 07:30:00,175074,1957.710000,1.761071,3.531089,2023-05-31 07:45:00,175075,2023-05-31 08:30:00,175078,False,True,6,1,4,london,2023,1916
1289,3331,bearish,bullish,1964.880000,1963.945000,2023-06-01 06:15:00,2023-06-01 11:00:00,175180,1966.645000,1.450536,2.150929,2023-06-01 11:15:00,175181,2023-06-01 12:30:00,175186,False,True,19,1,6,london,2023,1917
1290,3334,bearish,bullish,1945.845000,1943.115000,2023-06-05 11:45:00,2023-06-05 14:15:00,175377,1960.175000,2.141286,3.472213,2023-06-05 14:30:00,175378,,,True,False,10,1,,ny_overlap,2023,1919
1291,3337,bearish,bullish,1962.795000,1961.260000,2023-06-06 06:00:00,2023-06-06 10:45:00,175455,1964.263500,1.463464,3.348220,2023-06-06 11:00:00,175456,2023-06-06 12:15:00,175461,False,True,19,1,6,london,2023,1920
1292,3338,bullish,bearish,1964.850000,1962.801500,2023-06-06 12:30:00,2023-06-06 12:45:00,175463,1960.540000,1.715429,2.089857,2023-06-06 14:00:00,175468,2023-06-06 15:45:00,175475,False,True,1,5,12,ny_overlap,2023,1920
1293,3340,bullish,bearish,1964.195000,1961.821500,2023-06-07 10:15:00,2023-06-07 12:15:00,175553,1960.370000,1.954107,2.355551,2023-06-07 12:30:00,175554,2023-06-07 13:45:00,175559,False,True,8,1,6,ny_overlap,2023,1921
1294,3341,bullish,bearish,1960.765000,1959.030000,2023-06-07 14:00:00,2023-06-07 15:00:00,175564,1957.760000,2.533464,4.428718,2023-06-07 15:15:00,175565,,,True,False,4,1,,ny_overlap,2023,1921
1295,3344,bearish,bullish,1964.860000,1964.210000,2023-06-09 04:45:00,2023-06-09 07:00:00,175716,1965.675000,1.071714,2.289323,2023-06-09 11:45:00,175735,2023-06-09 12:30:00,175738,False,True,9,19,22,london,2023,1923
1296,3345,bearish,bullish,1965.229500,1963.681500,2023-06-09 08:15:00,2023-06-09 11:30:00,175734,1966.341500,1.393143,3.271739,2023-06-09 12:00:00,175736,2023-06-09 12:15:00,175737,False,True,13,2,3,london,2023,1923
1297,3346,bullish,bearish,1964.405000,1962.895000,2023-06-09 11:30:00,2023-06-09 13:45:00,175743,1958.340000,1.622500,2.342065,2023-06-09 14:00:00,175744,2023-06-09 14:15:00,175745,False,True,9,1,2,ny_overlap,2023,1923
1298,3347,bearish,bullish,1964.730000,1962.540000,2023-06-09 13:45:00,2023-06-09 14:30:00,175746,1967.235000,3.092036,2.618016,,,,,True,False,3,,,ny_overlap,2023,1923
1299,3349,bullish,bearish,1963.366500,1962.070000,2023-06-13 11:00:00,2023-06-13 12:15:00,175921,1959.850000,1.437571,2.800209,2023-06-13 14:00:00,175928,,,True,False,5,7,,ny_overlap,2023,1925
1300,3352,bullish,bearish,1947.333500,1945.670000,2023-06-14 07:45:00,2023-06-14 19:30:00,176042,1944.135000,1.716286,3.155943,2023-06-14 20:45:00,176047,,,True,False,47,5,,off_session,2023,1926
1301,3353,bullish,bearish,1947.938500,1946.145000,2023-06-14 12:45:00,2023-06-14 18:30:00,176038,1944.875000,2.139429,5.658053,2023-06-14 20:30:00,176046,,,True,False,23,8,,off_session,2023,1926
1302,3355,bearish,bullish,1935.750000,1934.510000,2023-06-15 05:15:00,2023-06-15 05:45:00,176079,1936.675000,1.719286,2.867470,2023-06-15 06:00:00,176080,2023-06-15 06:15:00,176081,False,True,2,1,2,asian,2023,1927
1303,3356,bearish,bullish,1935.475500,1933.700000,2023-06-15 11:45:00,2023-06-15 13:30:00,176110,1941.375000,2.306786,2.967549,2023-06-15 13:45:00,176111,,,True,False,7,1,,ny_overlap,2023,1927
1304,3360,bearish,bullish,1955.888500,1954.035000,2023-06-19 07:30:00,2023-06-19 08:30:00,176274,1958.269500,1.295286,2.017702,2023-06-19 08:45:00,176275,2023-06-19 09:15:00,176277,False,True,4,1,3,london,2023,1929
1305,3361,bullish,bearish,1954.815000,1952.840000,2023-06-19 08:30:00,2023-06-19 10:00:00,176280,1950.460000,1.557500,3.855538,2023-06-19 10:15:00,176281,2023-06-19 13:45:00,176295,False,True,6,1,15,london,2023,1929
1306,3364,bearish,bullish,1935.520000,1934.253500,2023-06-21 12:30:00,2023-06-21 18:45:00,176489,1937.025000,2.129821,3.779660,,,,,True,False,25,,,off_session,2023,1931
1307,3369,bearish,bullish,1927.295500,1926.008500,2023-06-26 06:30:00,2023-06-26 07:45:00,176721,1928.070000,1.344679,2.528857,2023-06-26 08:00:00,176722,2023-06-26 13:45:00,176745,False,True,5,1,24,london,2023,1934
1308,3372,bearish,bullish,1924.358500,1922.805000,2023-06-27 11:15:00,2023-06-27 12:15:00,176831,1926.195000,1.382393,2.101429,2023-06-27 12:30:00,176832,2023-06-27 13:00:00,176834,False,True,4,1,3,ny_overlap,2023,1935
1309,3373,bullish,bearish,1922.413500,1919.780000,2023-06-27 12:45:00,2023-06-27 14:15:00,176839,1915.720000,1.978679,5.432919,2023-06-27 14:30:00,176840,2023-06-27 14:45:00,176841,False,True,6,1,2,ny_overlap,2023,1935
1310,3378,bullish,bearish,1908.538500,1907.790000,2023-06-30 05:45:00,2023-06-30 06:00:00,177082,1907.220000,1.086714,2.038254,2023-06-30 06:15:00,177083,2023-06-30 12:30:00,177108,False,True,1,1,26,asian,2023,1938
1311,3379,bearish,bullish,1909.200000,1908.353500,2023-06-30 06:15:00,2023-06-30 12:45:00,177109,1912.538500,1.282536,3.782741,2023-06-30 13:15:00,177111,,,True,False,26,2,,ny_overlap,2023,1938
1312,3381,bearish,bullish,1920.205000,1919.440000,2023-07-03 06:30:00,2023-07-03 13:00:00,177202,1921.955000,1.487286,4.434252,2023-07-03 13:30:00,177204,,,True,False,26,2,,ny_overlap,2023,1939
1313,3384,bearish,bullish,1925.995000,1925.264500,2023-07-05 06:30:00,2023-07-05 08:00:00,177356,1927.481500,0.970893,3.944823,2023-07-05 08:15:00,177357,2023-07-05 08:30:00,177358,False,True,6,1,2,london,2023,1941
1314,3385,bullish,bearish,1922.868500,1920.905000,2023-07-05 08:00:00,2023-07-05 14:45:00,177383,1920.075000,1.485071,4.615603,2023-07-05 17:30:00,177394,2023-07-05 18:15:00,177397,False,True,27,11,14,ny_overlap,2023,1941
1315,3387,bullish,bearish,1918.176500,1916.996500,2023-07-06 05:30:00,2023-07-06 12:30:00,177466,1910.593500,1.029429,2.966209,2023-07-06 12:45:00,177467,,,True,False,28,1,,ny_overlap,2023,1942
1316,3388,bearish,bullish,1921.175000,1919.946500,2023-07-06 08:30:00,2023-07-06 10:30:00,177458,1922.185000,1.391821,3.163840,2023-07-06 10:45:00,177459,2023-07-06 12:30:00,177466,False,True,8,1,8,london,2023,1942
1317,3389,bullish,bearish,1918.335000,1916.710000,2023-07-06 10:30:00,2023-07-06 12:30:00,177466,1910.593500,1.674214,3.509109,2023-07-06 12:45:00,177467,,,True,False,8,1,,ny_overlap,2023,1942
1318,3391,bearish,bullish,1925.100000,1923.930000,2023-07-10 12:30:00,2023-07-10 17:45:00,177671,1926.505000,1.809857,4.261939,2023-07-10 18:00:00,177672,2023-07-10 18:15:00,177673,False,True,21,1,2,off_session,2023,1944
1319,3393,bearish,bullish,1936.520500,1934.230000,2023-07-12 12:15:00,2023-07-12 12:45:00,177835,1946.830000,1.201464,2.276805,2023-07-12 13:00:00,177836,,,True,False,2,1,,ny_overlap,2023,1946
1320,3396,bullish,bearish,1962.265500,1958.550000,2023-07-13 12:45:00,2023-07-13 16:00:00,177940,1955.080000,2.204357,2.374162,2023-07-13 16:15:00,177941,2023-07-13 16:30:00,177942,False,True,13,1,2,ny_overlap,2023,1947
1321,3400,bullish,bearish,1952.403500,1951.583500,2023-07-17 05:45:00,2023-07-17 13:00:00,178112,1948.680000,1.223714,4.315958,2023-07-17 13:15:00,178113,2023-07-17 13:30:00,178114,False,True,29,1,2,ny_overlap,2023,1949
1322,3401,bearish,bullish,1954.480000,1953.340000,2023-07-17 07:30:00,2023-07-17 08:30:00,178094,1956.240000,1.586607,2.413956,2023-07-17 08:45:00,178095,2023-07-17 09:30:00,178098,False,True,4,1,4,london,2023,1949
1323,3402,bullish,bearish,1953.103500,1951.380000,2023-07-17 08:30:00,2023-07-17 13:00:00,178112,1948.680000,1.942143,2.890364,2023-07-17 13:15:00,178113,2023-07-17 13:30:00,178114,False,True,18,1,2,ny_overlap,2023,1949
1324,3410,bearish,bullish,1961.663500,1960.455000,2023-07-24 06:15:00,2023-07-24 07:15:00,178549,1963.334500,1.278143,2.944507,2023-07-24 07:30:00,178550,2023-07-24 08:30:00,178554,False,True,4,1,5,london,2023,1954
1325,3411,bullish,bearish,1961.193500,1960.105000,2023-07-24 07:15:00,2023-07-24 14:30:00,178578,1958.690000,1.503000,2.720892,2023-07-24 18:00:00,178592,,,True,False,29,14,,ny_overlap,2023,1954
1326,3413,bullish,bearish,1962.900000,1960.550000,2023-07-25 06:30:00,2023-07-25 11:00:00,178656,1959.286500,1.361464,2.688282,2023-07-25 11:15:00,178657,2023-07-25 12:00:00,178660,False,True,18,1,4,london,2023,1955
1327,3414,bearish,bullish,1962.815000,1961.311500,2023-07-25 11:00:00,2023-07-25 15:30:00,178674,1963.696500,1.688429,2.138083,2023-07-25 15:45:00,178675,2023-07-25 16:00:00,178676,False,True,18,1,2,ny_overlap,2023,1955
1328,3415,bearish,bullish,1961.178500,1957.703500,2023-07-25 14:15:00,2023-07-25 15:30:00,178674,1963.696500,3.512643,2.605446,2023-07-25 15:45:00,178675,,,True,False,5,1,,ny_overlap,2023,1955
1329,3417,bearish,bullish,1974.055000,1971.700000,2023-07-26 13:30:00,2023-07-26 18:45:00,178779,1976.205000,1.810107,3.577413,2023-07-26 20:00:00,178784,2023-07-26 20:15:00,178785,False,True,21,5,6,off_session,2023,1956
1330,3422,bearish,bullish,1956.018500,1954.688500,2023-07-31 09:00:00,2023-07-31 09:45:00,179019,1957.010000,1.715321,3.037332,2023-07-31 10:15:00,179021,,,True,False,3,2,,london,2023,1959
1331,3426,bearish,bullish,1936.908500,1935.020000,2023-08-03 12:30:00,2023-08-03 14:30:00,179314,1938.279500,2.129321,3.432314,,,,,True,False,8,,,ny_overlap,2023,1962
1332,3427,bearish,bullish,1934.310500,1933.160000,2023-08-04 10:45:00,2023-08-04 12:45:00,179399,1939.788500,1.265714,2.394300,2023-08-04 13:00:00,179400,,,True,False,8,1,,ny_overlap,2023,1963
1333,3430,bearish,bullish,1934.073500,1932.191500,2023-08-08 08:00:00,2023-08-08 09:00:00,179568,1935.180000,1.432179,2.627815,,,,,True,False,4,,,london,2023,1965
1334,3434,bullish,bearish,1918.795000,1915.590000,2023-08-10 07:15:00,2023-08-10 15:15:00,179777,1913.790000,1.495821,3.396127,2023-08-10 18:15:00,179789,,,True,False,32,12,,ny_overlap,2023,1967
1335,3437,bullish,bearish,1918.370000,1917.458500,2023-08-11 12:15:00,2023-08-11 12:45:00,179859,1915.320000,1.069357,2.591744,2023-08-11 13:00:00,179860,2023-08-11 13:45:00,179863,False,True,2,1,4,ny_overlap,2023,1968
1336,3440,bearish,bullish,1904.343500,1902.920000,2023-08-15 12:30:00,2023-08-15 13:15:00,180045,1905.780000,1.542679,2.120986,2023-08-15 14:45:00,180051,2023-08-15 16:45:00,180059,False,True,3,6,14,ny_overlap,2023,1970
1337,3444,bullish,bearish,1894.690000,1893.720000,2023-08-17 10:15:00,2023-08-17 15:45:00,180239,1892.750000,1.347036,3.288703,2023-08-17 16:00:00,180240,,,True,False,22,1,,ny_overlap,2023,1972
1338,3446,bullish,bearish,1892.140000,1891.401500,2023-08-18 10:15:00,2023-08-18 12:30:00,180318,1890.008500,1.348429,2.997563,2023-08-18 16:30:00,180334,,,True,False,9,16,,ny_overlap,2023,1973
1339,3448,bullish,bearish,1891.555000,1889.980000,2023-08-18 14:00:00,2023-08-18 17:30:00,180338,1887.405000,2.285750,3.023078,2023-08-18 17:45:00,180339,2023-08-18 21:00:00,180352,False,True,14,1,14,off_session,2023,1973
1340,3449,bearish,bullish,1890.185500,1888.960000,2023-08-21 10:30:00,2023-08-21 11:45:00,180407,1892.618500,1.409143,2.267691,2023-08-21 12:00:00,180408,2023-08-21 14:00:00,180416,False,True,5,1,9,london,2023,1974
1341,3452,bullish,bearish,1896.430000,1895.280000,2023-08-22 06:15:00,2023-08-22 13:45:00,180507,1893.595000,1.241714,2.472388,2023-08-22 14:00:00,180508,2023-08-22 15:00:00,180512,False,True,30,1,5,ny_overlap,2023,1975
1342,3454,bearish,bullish,1904.940000,1903.710000,2023-08-23 10:30:00,2023-08-23 12:30:00,180594,1906.580000,1.567143,2.079262,2023-08-23 12:45:00,180595,2023-08-23 13:00:00,180596,False,True,8,1,2,ny_overlap,2023,1976
1343,3457,bullish,bearish,1915.118500,1913.605000,2023-08-25 09:30:00,2023-08-25 14:30:00,180786,1911.185000,1.548643,2.765324,2023-08-25 14:45:00,180787,2023-08-25 18:30:00,180802,False,True,20,1,16,ny_overlap,2023,1978
1344,3459,bullish,bearish,1916.280000,1914.800000,2023-08-28 05:45:00,2023-08-28 08:30:00,180854,1914.020000,0.903571,3.154150,2023-08-28 10:00:00,180860,2023-08-28 10:45:00,180863,False,True,11,6,9,london,2023,1979
1345,3460,bearish,bullish,1917.565500,1915.775500,2023-08-28 07:15:00,2023-08-28 14:00:00,180876,1918.233500,1.102607,2.544424,2023-08-28 14:30:00,180878,2023-08-28 17:15:00,180889,False,True,27,2,13,ny_overlap,2023,1979
1346,3461,bearish,bullish,1915.770000,1913.550000,2023-08-28 12:45:00,2023-08-28 13:00:00,180872,1917.155000,1.114786,2.090088,2023-08-28 13:15:00,180873,2023-08-28 13:30:00,180874,False,True,1,1,2,ny_overlap,2023,1979
1347,3463,bearish,bullish,1924.550000,1923.380000,2023-08-29 10:30:00,2023-08-29 14:15:00,180969,1930.605000,1.259000,2.743050,2023-08-29 14:30:00,180970,,,True,False,15,1,,ny_overlap,2023,1980
1348,3465,bearish,bullish,1936.810000,1936.145000,2023-08-30 06:00:00,2023-08-30 09:30:00,181042,1938.545000,0.750571,2.011801,2023-08-30 09:45:00,181043,2023-08-30 10:30:00,181046,False,True,14,1,4,london,2023,1981
1349,3467,bullish,bearish,1945.021500,1944.320000,2023-08-31 12:15:00,2023-08-31 13:15:00,181149,1943.430000,1.000607,2.916729,2023-08-31 14:45:00,181155,,,True,False,4,6,,ny_overlap,2023,1982
1350,3469,bullish,bearish,1943.463500,1942.015000,2023-09-01 09:30:00,2023-09-01 14:15:00,181245,1941.300000,1.138786,2.217274,2023-09-01 14:30:00,181246,,,True,False,19,1,,ny_overlap,2023,1983
1351,3471,bullish,bearish,1945.235000,1944.125000,2023-09-04 06:30:00,2023-09-04 07:30:00,181310,1943.500000,0.768107,2.829683,2023-09-04 08:45:00,181315,2023-09-04 09:15:00,181317,False,True,4,5,7,london,2023,1984
1352,3472,bullish,bearish,1937.410000,1936.840000,2023-09-05 05:00:00,2023-09-05 06:15:00,181387,1936.085000,0.993500,2.187720,2023-09-05 06:30:00,181388,2023-09-05 07:00:00,181390,False,True,5,1,3,asian,2023,1985
1353,3474,bearish,bullish,1927.515000,1926.220000,2023-09-06 07:30:00,2023-09-06 14:00:00,181510,1928.143000,1.039357,3.564703,,,,,True,False,26,,,ny_overlap,2023,1986
1354,3475,bearish,bullish,1927.320000,1925.330000,2023-09-06 13:15:00,2023-09-06 14:00:00,181510,1928.143000,1.424321,4.299240,,,,,True,False,3,,,ny_overlap,2023,1986
1355,3476,bullish,bearish,1922.545000,1921.240000,2023-09-06 14:00:00,2023-09-06 14:30:00,181512,1919.040000,1.848750,4.319135,2023-09-06 14:45:00,181513,,,True,False,2,1,,ny_overlap,2023,1986
1356,3477,bullish,bearish,1919.590000,1918.641500,2023-09-07 10:15:00,2023-09-07 14:30:00,181604,1917.685000,1.095464,2.375249,2023-09-07 15:15:00,181607,2023-09-07 15:30:00,181608,False,True,17,3,4,ny_overlap,2023,1987
1357,3478,bearish,bullish,1921.900000,1921.375000,2023-09-07 12:45:00,2023-09-07 13:00:00,181598,1923.275000,1.453250,3.877516,,,,,True,False,1,,,ny_overlap,2023,1987
1358,3479,bullish,bearish,1925.530000,1924.896500,2023-09-08 06:15:00,2023-09-08 08:00:00,181670,1924.160000,0.832750,2.922246,2023-09-08 08:15:00,181671,2023-09-08 09:15:00,181675,False,True,7,1,5,london,2023,1988
1359,3480,bearish,bullish,1925.976500,1925.130000,2023-09-08 07:45:00,2023-09-08 14:00:00,181694,1928.695000,0.953607,2.146062,2023-09-08 14:15:00,181695,2023-09-08 15:00:00,181698,False,True,25,1,4,ny_overlap,2023,1988
1360,3481,bullish,bearish,1925.175000,1920.431500,2023-09-08 14:00:00,2023-09-08 16:30:00,181704,1918.373500,2.173000,3.922227,2023-09-08 16:45:00,181705,2023-09-08 18:00:00,181710,False,True,10,1,6,ny_overlap,2023,1988
1361,3483,bullish,bearish,1912.580000,1910.600000,2023-09-13 12:45:00,2023-09-13 17:00:00,181982,1909.468500,1.689857,2.106687,2023-09-13 17:15:00,181983,2023-09-13 17:30:00,181984,False,True,17,1,2,off_session,2023,1991
1362,3484,bearish,bullish,1912.700000,1909.718500,2023-09-13 12:45:00,2023-09-13 13:30:00,181968,1913.605000,1.689857,4.127272,2023-09-13 13:45:00,181969,2023-09-13 14:00:00,181970,False,True,3,1,2,ny_overlap,2023,1991
1363,3485,bearish,bullish,1910.335000,1908.990000,2023-09-14 06:00:00,2023-09-14 15:15:00,182067,1911.230000,1.007143,2.508582,2023-09-14 16:30:00,182072,2023-09-14 17:00:00,182074,False,True,37,5,7,ny_overlap,2023,1992
1364,3486,bearish,bullish,1908.441500,1907.180000,2023-09-14 12:45:00,2023-09-14 15:00:00,182066,1910.190000,1.624536,4.460659,2023-09-14 16:30:00,182072,2023-09-14 18:00:00,182078,False,True,9,6,12,ny_overlap,2023,1992
1365,3489,bearish,bullish,1927.040000,1925.850000,2023-09-18 13:00:00,2023-09-18 13:30:00,182244,1927.790000,1.267893,2.715923,2023-09-18 16:00:00,182254,,,True,False,2,10,,ny_overlap,2023,1994
1366,3491,bearish,bullish,1932.720000,1932.155000,2023-09-19 04:45:00,2023-09-19 07:45:00,182313,1934.360000,0.637071,2.022536,2023-09-19 08:00:00,182314,2023-09-19 14:15:00,182339,False,True,12,1,26,london,2023,1995
1367,3493,bearish,bullish,1932.413500,1931.541500,2023-09-20 07:30:00,2023-09-20 12:15:00,182423,1933.220000,0.973786,4.527177,2023-09-20 13:45:00,182429,2023-09-20 20:15:00,182455,False,True,19,6,32,ny_overlap,2023,1996
1368,3499,bearish,bullish,1923.580000,1922.996500,2023-09-25 05:45:00,2023-09-25 07:00:00,182678,1924.160000,0.723179,2.307176,2023-09-25 07:15:00,182679,2023-09-25 08:00:00,182682,False,True,5,1,4,london,2023,1999
1369,3503,bullish,bearish,1877.922500,1875.775000,2023-09-28 12:45:00,2023-09-28 13:00:00,182975,1872.485000,1.653821,2.337012,2023-09-28 13:30:00,182977,2023-09-28 13:45:00,182978,False,True,1,2,3,ny_overlap,2023,2003
1370,3505,bullish,bearish,1869.323500,1867.965000,2023-09-29 13:00:00,2023-09-29 14:15:00,183072,1862.565000,1.860429,3.318321,2023-09-29 14:30:00,183073,,,True,False,5,1,,ny_overlap,2023,2004
1371,3509,bullish,bearish,1827.330000,1825.110000,2023-10-03 12:30:00,2023-10-03 13:30:00,183253,1823.710000,2.052393,2.292446,2023-10-03 17:15:00,183268,2023-10-03 17:30:00,183269,False,True,4,15,16,ny_overlap,2023,2006
1372,3510,bullish,bearish,1822.830000,1821.870000,2023-10-04 11:15:00,2023-10-04 14:00:00,183347,1820.429500,1.799464,2.875856,2023-10-04 14:30:00,183349,2023-10-04 15:15:00,183352,False,True,11,2,5,ny_overlap,2023,2007
1373,3512,bearish,bullish,1824.620000,1824.120000,2023-10-06 06:30:00,2023-10-06 14:30:00,183533,1829.500000,0.843821,7.051255,2023-10-06 14:45:00,183534,2023-10-06 15:00:00,183535,False,True,32,1,2,ny_overlap,2023,2009
1374,3513,bullish,bearish,1821.376500,1820.140000,2023-10-06 10:15:00,2023-10-06 12:45:00,183526,1812.410000,1.490429,3.348030,2023-10-06 13:00:00,183527,2023-10-06 13:15:00,183528,False,True,10,1,2,ny_overlap,2023,2009
1375,3515,bullish,bearish,1850.685000,1848.811500,2023-10-09 04:30:00,2023-10-09 12:45:00,183618,1845.740000,1.979393,2.272667,2023-10-09 13:00:00,183619,2023-10-09 13:15:00,183620,False,True,33,1,2,ny_overlap,2023,2010
1376,3516,bearish,bullish,1850.485500,1849.265000,2023-10-09 12:15:00,2023-10-09 14:45:00,183626,1851.510000,1.252179,2.432161,2023-10-09 15:15:00,183628,2023-10-09 16:15:00,183632,False,True,10,2,6,ny_overlap,2023,2010
1377,3518,bearish,bullish,1857.470000,1855.540000,2023-10-10 12:30:00,2023-10-10 14:15:00,183716,1858.485000,1.574679,2.378263,2023-10-10 15:45:00,183722,,,True,False,7,6,,ny_overlap,2023,2011
1378,3522,bullish,bearish,1877.720000,1877.290000,2023-10-12 05:30:00,2023-10-12 13:30:00,183897,1876.620000,1.121607,2.505334,2023-10-12 14:00:00,183899,,,True,False,32,2,,ny_overlap,2023,2013
1379,3527,bullish,bearish,1981.450000,1979.543500,2023-10-20 08:30:00,2023-10-20 12:00:00,184443,1977.345000,2.447071,2.344231,2023-10-20 12:30:00,184445,2023-10-20 13:00:00,184447,False,True,14,2,4,ny_overlap,2023,2019
1380,3528,bearish,bullish,1979.820000,1977.131500,2023-10-20 12:30:00,2023-10-20 14:00:00,184451,1987.170000,2.412929,2.617773,2023-10-20 14:15:00,184452,2023-10-20 17:30:00,184465,False,True,6,1,14,ny_overlap,2023,2019
1381,3532,bearish,bullish,1978.890000,1975.661500,2023-10-25 15:15:00,2023-10-25 15:45:00,184734,1981.555000,4.665500,3.392348,2023-10-25 16:00:00,184735,2023-10-25 16:45:00,184738,False,True,2,1,4,ny_overlap,2023,2022
1382,3533,bullish,bearish,1988.405000,1984.980000,2023-10-26 08:00:00,2023-10-26 12:30:00,184813,1983.555000,1.967286,2.640948,2023-10-26 13:00:00,184815,2023-10-26 16:30:00,184829,False,True,18,2,16,ny_overlap,2023,2023
1383,3536,bullish,bearish,1993.960500,1992.753500,2023-10-31 08:00:00,2023-10-31 16:15:00,185104,1989.140000,1.614821,3.030056,2023-10-31 16:30:00,185105,,,True,False,33,1,,ny_overlap,2023,2026
1384,3538,bullish,bearish,1978.923500,1977.450000,2023-11-01 09:00:00,2023-11-01 16:45:00,185198,1975.183500,1.891321,2.939744,2023-11-01 19:00:00,185207,2023-11-01 19:15:00,185208,False,True,31,9,10,ny_overlap,2023,2027
1385,3539,bearish,bullish,1980.190000,1977.821500,2023-11-01 18:45:00,2023-11-01 21:00:00,185215,1982.540000,3.352500,2.769128,,,,,True,False,9,,,off_session,2023,2027
1386,3540,bullish,bearish,1985.740000,1984.521500,2023-11-02 08:45:00,2023-11-02 14:15:00,185280,1982.110000,1.511179,2.559922,2023-11-02 14:30:00,185281,2023-11-02 14:45:00,185282,False,True,22,1,2,ny_overlap,2023,2028
1387,3544,bullish,bearish,1985.871500,1984.340000,2023-11-06 13:45:00,2023-11-06 16:00:00,185467,1981.200000,1.741071,2.762667,2023-11-06 16:15:00,185468,2023-11-06 17:15:00,185472,False,True,9,1,5,ny_overlap,2023,2030
1388,3551,bearish,bullish,1950.460000,1948.770000,2023-11-09 08:15:00,2023-11-09 14:30:00,185737,1951.740000,1.228143,3.126672,2023-11-09 14:45:00,185738,,,True,False,25,1,,ny_overlap,2023,2033
1389,3554,bearish,bullish,1938.380000,1936.670000,2023-11-13 13:15:00,2023-11-13 16:15:00,185928,1940.380000,1.437464,2.993814,2023-11-13 16:30:00,185929,,,True,False,12,1,,ny_overlap,2023,2035
1390,3557,bearish,bullish,1946.380000,1944.365000,2023-11-14 13:45:00,2023-11-14 14:00:00,186011,1954.390000,2.695071,2.957250,2023-11-14 14:15:00,186012,,,True,False,1,1,,ny_overlap,2023,2036
1391,3558,bullish,bearish,1972.283500,1970.510000,2023-11-15 13:45:00,2023-11-15 14:00:00,186103,1965.675000,2.284857,2.121139,2023-11-15 14:15:00,186104,,,True,False,1,1,,ny_overlap,2023,2037
1392,3560,bullish,bearish,1984.650000,1982.800000,2023-11-17 08:00:00,2023-11-17 15:00:00,186291,1980.460000,1.346964,3.645234,2023-11-17 16:45:00,186298,2023-11-17 18:45:00,186306,False,True,28,7,15,ny_overlap,2023,2039
1393,3564,bullish,bearish,1996.235000,1994.348500,2023-11-23 07:45:00,2023-11-23 09:30:00,186637,1992.900000,1.566179,2.689987,2023-11-23 10:30:00,186641,2023-11-23 11:30:00,186645,False,True,7,4,8,london,2023,2043
1394,3567,bearish,bullish,2016.315000,2015.430000,2023-11-28 08:00:00,2023-11-28 13:45:00,186899,2020.111500,1.370357,3.018556,2023-11-28 14:00:00,186900,,,True,False,23,1,,ny_overlap,2023,2046
1395,3568,bearish,bullish,2015.920000,2015.120000,2023-11-28 13:30:00,2023-11-28 13:45:00,186899,2020.111500,1.399179,3.036424,2023-11-28 14:00:00,186900,,,True,False,1,1,,ny_overlap,2023,2046
1396,3570,bearish,bullish,2046.320000,2044.385000,2023-11-29 07:45:00,2023-11-29 18:45:00,187011,2047.854500,1.909607,2.715218,2023-11-29 19:00:00,187012,2023-11-29 19:45:00,187015,False,True,44,1,4,off_session,2023,2047
1397,3573,bearish,bullish,2049.900000,2047.405000,2023-12-01 11:45:00,2023-12-01 16:15:00,187185,2056.130000,2.308321,5.183420,2023-12-01 16:30:00,187186,,,True,False,18,1,,ny_overlap,2023,2049
